service_id,date,exception_type
14,20160425,1
42,20160413,1
42,20160414,1
75,20160409,1
42,20160415,1
42,20160416,1
42,20160417,1
42,20160418,1
8,20160516,1
42,20160419,1
83,20160509,1
8,20160510,1
83,20160505,1
83,20160506,1
83,20160507,1
22,20160523,1
50,20160510,1
22,20160522,1
83,20160502,1
8,20160519,1
22,20160521,1
83,20160503,1
22,20160520,1
83,20160504,1
50,20160512,1
50,20160518,1
50,20160519,1
50,20160516,1
50,20160517,1
50,20160509,1
26,20160430,1
71,20160505,1
71,20160504,1
71,20160506,1
71,20160503,1
8,20160501,1
71,20160502,1
8,20160507,1
8,20160508,1
50,20160501,1
26,20160425,1
50,20160507,1
26,20160426,1
50,20160508,1
26,20160427,1
109,20160409,1
26,20160423,1
75,20160427,1
26,20160424,1
71,20160515,1
71,20160511,1
71,20160514,1
71,20160513,1
22,20160505,1
22,20160504,1
22,20160503,1
22,20160502,1
22,20160501,1
26,20160418,1
22,20160509,1
26,20160414,1
22,20160508,1
26,20160415,1
22,20160507,1
26,20160416,1
22,20160506,1
26,20160417,1
34,20160518,1
91,20160422,1
34,20160519,1
34,20160514,1
34,20160515,1
34,20160513,1
62,20160520,1
34,20160510,1
34,20160511,1
54,20160417,1
34,20160520,1
54,20160418,1
63,20160414,1
63,20160413,1
63,20160418,1
63,20160417,1
63,20160416,1
63,20160415,1
54,20160413,1
54,20160414,1
54,20160415,1
54,20160416,1
2,20160430,1
62,20160513,1
62,20160518,1
62,20160519,1
34,20160523,1
62,20160510,1
123,20160430,1
34,20160521,1
34,20160522,1
62,20160511,1
54,20160424,1
54,20160425,1
54,20160426,1
54,20160427,1
62,20160502,1
62,20160508,1
62,20160501,1
91,20160409,1
91,20160407,1
91,20160408,1
91,20160414,1
91,20160413,1
34,20160508,1
34,20160505,1
34,20160506,1
34,20160503,1
34,20160504,1
34,20160501,1
34,20160502,1
63,20160425,1
63,20160424,1
63,20160428,1
63,20160427,1
63,20160426,1
23,20160412,1
23,20160413,1
23,20160414,1
13,20160521,1
74,20160522,1
13,20160520,1
125,20160426,1
74,20160521,1
94,20160428,1
125,20160427,1
66,20160418,1
74,20160523,1
66,20160417,1
66,20160416,1
66,20160415,1
66,20160414,1
66,20160413,1
66,20160412,1
97,20160504,1
31,20160510,1
13,20160519,1
51,20160414,1
2,20160409,1
31,20160513,1
31,20160514,1
123,20160408,1
31,20160511,1
123,20160407,1
13,20160514,1
13,20160513,1
123,20160409,1
2,20160407,1
125,20160423,1
31,20160515,1
13,20160511,1
2,20160408,1
125,20160424,1
51,20160413,1
125,20160418,1
97,20160513,1
94,20160413,1
94,20160414,1
13,20160510,1
125,20160414,1
125,20160415,1
74,20160513,1
125,20160417,1
74,20160515,1
66,20160427,1
74,20160514,1
66,20160426,1
66,20160425,1
66,20160424,1
66,20160423,1
66,20160422,1
66,20160421,1
28,20160414,1
66,20160430,1
28,20160413,1
13,20160508,1
28,20160411,1
31,20160502,1
28,20160410,1
31,20160503,1
31,20160501,1
13,20160503,1
31,20160506,1
105,20160517,1
13,20160502,1
105,20160518,1
13,20160501,1
31,20160504,1
125,20160413,1
31,20160505,1
13,20160505,1
31,20160508,1
105,20160519,1
13,20160504,1
2,20160421,1
97,20160522,1
2,20160422,1
74,20160504,1
74,20160503,1
74,20160506,1
74,20160505,1
123,20160420,1
28,20160419,1
123,20160422,1
123,20160421,1
120,20160424,1
120,20160425,1
123,20160423,1
120,20160426,1
120,20160427,1
123,20160425,1
123,20160427,1
28,20160420,1
120,20160423,1
123,20160429,1
2,20160427,1
105,20160504,1
105,20160505,1
2,20160423,1
120,20160429,1
2,20160424,1
2,20160425,1
5,20160509,1
2,20160426,1
120,20160430,1
123,20160411,1
110,20160520,1
123,20160413,1
51,20160428,1
110,20160521,1
123,20160412,1
110,20160522,1
110,20160523,1
123,20160414,1
123,20160416,1
123,20160418,1
51,20160429,1
2,20160416,1
2,20160417,1
13,20160523,1
2,20160418,1
13,20160522,1
2,20160412,1
2,20160413,1
2,20160414,1
125,20160430,1
2,20160415,1
39,20160501,1
108,20160520,1
39,20160503,1
71,20160521,1
26,20160413,1
39,20160502,1
71,20160520,1
71,20160523,1
71,20160522,1
40,20160430,1
110,20160511,1
110,20160513,1
110,20160514,1
10,20160518,1
110,20160515,1
10,20160517,1
102,20160408,1
102,20160409,1
10,20160512,1
102,20160407,1
102,20160411,1
120,20160413,1
120,20160414,1
120,20160415,1
120,20160416,1
110,20160502,1
110,20160503,1
110,20160504,1
110,20160505,1
110,20160506,1
120,20160417,1
120,20160418,1
102,20160413,1
102,20160414,1
39,20160523,1
49,20160417,1
102,20160422,1
39,20160522,1
49,20160418,1
49,20160415,1
102,20160420,1
49,20160416,1
102,20160421,1
39,20160521,1
39,20160520,1
108,20160501,1
108,20160502,1
108,20160509,1
77,20160418,1
108,20160507,1
108,20160508,1
39,20160519,1
77,20160414,1
49,20160424,1
39,20160515,1
49,20160425,1
77,20160413,1
49,20160423,1
39,20160511,1
39,20160514,1
39,20160513,1
39,20160510,1
108,20160516,1
108,20160517,1
108,20160513,1
108,20160510,1
108,20160511,1
10,20160509,1
10,20160507,1
108,20160518,1
77,20160409,1
108,20160519,1
39,20160508,1
39,20160505,1
49,20160413,1
39,20160504,1
49,20160414,1
39,20160506,1
122,20160502,1
57,20160421,1
114,20160408,1
114,20160407,1
60,20160411,1
114,20160409,1
57,20160412,1
57,20160413,1
57,20160414,1
60,20160418,1
119,20160503,1
60,20160416,1
119,20160505,1
60,20160417,1
60,20160414,1
60,20160415,1
60,20160412,1
60,20160413,1
40,20160408,1
40,20160407,1
40,20160409,1
122,20160511,1
114,20160411,1
114,20160413,1
114,20160412,1
60,20160421,1
60,20160422,1
60,20160420,1
114,20160414,1
60,20160429,1
60,20160427,1
60,20160428,1
77,20160427,1
60,20160425,1
60,20160426,1
60,20160423,1
60,20160424,1
40,20160418,1
65,20160501,1
40,20160415,1
40,20160414,1
40,20160417,1
40,20160416,1
114,20160422,1
37,20160416,1
114,20160421,1
37,20160417,1
37,20160414,1
40,20160413,1
65,20160509,1
37,20160415,1
65,20160507,1
65,20160508,1
114,20160420,1
37,20160418,1
114,20160429,1
37,20160423,1
37,20160424,1
37,20160421,1
65,20160512,1
40,20160426,1
65,20160510,1
40,20160425,1
60,20160409,1
40,20160427,1
40,20160422,1
69,20160427,1
40,20160421,1
69,20160426,1
40,20160424,1
69,20160425,1
40,20160423,1
69,20160424,1
65,20160518,1
65,20160519,1
65,20160516,1
65,20160517,1
37,20160412,1
37,20160413,1
60,20160407,1
60,20160408,1
102,20160519,1
16,20160520,1
94,20160507,1
16,20160521,1
85,20160506,1
16,20160522,1
85,20160505,1
16,20160523,1
85,20160504,1
85,20160503,1
69,20160416,1
85,20160502,1
69,20160415,1
69,20160414,1
69,20160413,1
69,20160418,1
69,20160417,1
31,20160430,1
69,20160422,1
16,20160514,1
16,20160515,1
94,20160509,1
16,20160516,1
5,20160410,1
5,20160413,1
85,20160515,1
5,20160414,1
85,20160514,1
89,20160430,1
85,20160513,1
85,20160512,1
69,20160409,1
69,20160408,1
69,20160407,1
89,20160429,1
89,20160423,1
31,20160425,1
31,20160426,1
31,20160423,1
31,20160424,1
31,20160429,1
31,20160427,1
85,20160523,1
85,20160522,1
85,20160521,1
85,20160520,1
60,20160430,1
31,20160414,1
31,20160415,1
31,20160412,1
31,20160413,1
122,20160520,1
31,20160418,1
31,20160416,1
31,20160417,1
119,20160521,1
119,20160523,1
94,20160512,1
66,20160409,1
94,20160516,1
66,20160408,1
66,20160407,1
57,20160430,1
57,20160423,1
119,20160514,1
86,20160430,1
117,20160430,1
48,20160520,1
117,20160423,1
89,20160420,1
117,20160426,1
117,20160427,1
117,20160424,1
117,20160425,1
86,20160419,1
89,20160414,1
89,20160413,1
48,20160513,1
86,20160410,1
48,20160518,1
86,20160413,1
48,20160519,1
86,20160414,1
117,20160415,1
117,20160416,1
117,20160413,1
117,20160414,1
86,20160428,1
117,20160417,1
117,20160418,1
86,20160429,1
86,20160420,1
86,20160421,1
86,20160423,1
68,20160522,1
68,20160523,1
48,20160501,1
42,20160503,1
42,20160504,1
42,20160505,1
42,20160506,1
11,20160413,1
42,20160507,1
11,20160414,1
42,20160509,1
111,20160409,1
111,20160408,1
17,20160422,1
17,20160421,1
111,20160407,1
83,20160430,1
68,20160513,1
68,20160514,1
17,20160408,1
68,20160511,1
17,20160407,1
48,20160510,1
17,20160409,1
48,20160511,1
37,20160427,1
37,20160425,1
37,20160426,1
37,20160430,1
83,20160428,1
83,20160424,1
83,20160425,1
83,20160426,1
83,20160427,1
48,20160502,1
83,20160421,1
83,20160422,1
83,20160423,1
17,20160413,1
68,20160520,1
68,20160521,1
17,20160414,1
48,20160508,1
42,20160521,1
42,20160522,1
42,20160523,1
111,20160421,1
111,20160420,1
80,20160428,1
83,20160417,1
83,20160418,1
83,20160419,1
45,20160518,1
83,20160413,1
45,20160519,1
83,20160414,1
83,20160415,1
83,20160416,1
111,20160422,1
83,20160410,1
45,20160516,1
45,20160517,1
45,20160510,1
45,20160512,1
14,20160407,1
42,20160512,1
111,20160410,1
42,20160514,1
42,20160515,1
80,20160410,1
42,20160516,1
42,20160517,1
80,20160413,1
80,20160414,1
111,20160419,1
80,20160419,1
83,20160407,1
83,20160408,1
83,20160409,1
45,20160507,1
45,20160508,1
45,20160509,1
111,20160414,1
111,20160413,1
14,20160411,1
45,20160501,1
